index,category,raw_category_x,nyuId,nyu40id,eigen13id,nyuClass,nyu40class,eigen13class,ModelNet40,ModelNet10,ShapeNetCore55,synsetoffset,wnsynsetid,wnsynsetkey,mpcat40index,mpcat40_x,raw_category_y,mpcat40_y
1285,shower stall,shower stall,,40,7.0,,otherprop,Objects,,,,,n04209613,shower_stall.n.01,40.0,misc,shower stall,misc
1286,shower step,shower step,,39,,,otherfurniture,,,,,,,,,shower,,shower
1287,shower tap,shower tap,132.0,40,7.0,shower cap,otherprop,Objects,,,,,,,40.0,misc,shower tap,misc
1288,shower tray,shower tray,662.0,39,,soap tray,otherfurniture,,,,,,,,,shower,,shower
1289,shower tub,shower tub,675.0,40,7.0,shower tube,otherprop,Objects,bathtub,bathtub,tub,2808440.0,n02808440,bathtub.n.01,25.0,bathtub,shower tub,bathtub
1290,shower utensil,shower utensill,267.0,40,,utensil,otherprop,,,,,,,,,objects,,objects
1291,shower valve,shower valve,,40,7.0,,otherprop,Objects,,,,,,,40.0,misc,shower valve,misc
1292,shower wall,shower wall,21.0,1,12.0,wall,wall,Wall,,,,,n04208936,shower.n.01,23.0,shower,shower  wall,shower
1293,shower wall cubby,shower wall cubby,,40,7.0,,otherprop,Objects,,,,,n04208936,shower.n.01,23.0,shower,shower wall cubby,shower
1294,shower window frame,shower window frame,477.0,38,,window frame,otherstructure,,,,,,,,,window,,window
1295,shower-bath cabinet,shower-bath cabinet,3.0,3,6.0,cabinet,cabinet,Furniture,,,cabinet,2933112.0,n02933112,cabinet.n.01,7.0,cabinet,shower-bath cabinet,cabinet
1296,showerhead,shower head,650.0,40,7.0,shower head,otherprop,Objects,,,,,n04209383,showerhead.n.01,23.0,shower,handshower,shower
1297,shredder,shredder,,40,,,otherprop,,,,,,,,,appliances,,appliances
1298,shutter,shutter,80.0,13,,blinds,blinds,,,,,,,,,blinds,,blinds
1299,shutters,shutters,80.0,13,,blinds,blinds,,,,,,,,,blinds,,blinds
1300,side table,sidetable,19.0,7,10.0,table,table,Table,table,table,table,4379243.0,n04379243,table.n.02,5.0,table,side table,table
1301,sideboard,sideboard,7.0,12,6.0,counter,counter,Furniture,,,,,,,40.0,misc,sideboard,misc
1302,sign,sign,208.0,40,7.0,sign,otherprop,Objects,,,,,n04217882,signboard.n.01,40.0,misc,sign,misc
1303,silicone gun,silicone gun,,40,,,otherprop,,,,,,,,,objects,,objects
1304,silicone tube,silicone tube,,40,,,otherprop,,,,,,,,,objects,,objects
1305,sink,sink,24.0,34,7.0,sink,sink,Objects,sink,,,,n04223580,sink.n.01,15.0,sink,sink,sink
1306,sink cabinet,sink cabinet,3.0,3,6.0,cabinet,cabinet,Furniture,,,cabinet,2933112.0,n02933112,cabinet.n.01,7.0,cabinet,sink cabinet,cabinet
1307,sink pipe,sink pipe,41.0,40,7.0,pipe,otherprop,Objects,,,,,,,40.0,misc,sink pipe,misc
1308,sink table,sink table,19.0,7,10.0,table,table,Table,table,table,table,4379243.0,n04379243,table.n.02,5.0,table,sink table,table
1309,sink tap,sink tap,9.0,40,,faucet,otherprop,,,,,,,,,misc,,misc
1310,sink/basin,sink / basin,,40,7.0,,otherprop,Objects,,,,,,,40.0,misc,sink/basin,misc
1311,sitting bench,sitting bench,204.0,5,,bench,chair,,,,,,,,,seating,,seating
1312,skateboard,skateboard,408.0,38,7.0,board,otherstructure,Objects,,,skateboard,4225987.0,n04225987,skateboard.n.01,39.0,objects,skateboard,objects
1313,skates,skates,,40,,,otherprop,,,,,,,,,objects,,objects
1314,ski,ski,,40,,,otherprop,,,,,,,,,objects,,objects
1315,skirting board,skirting board,408.0,38,7.0,board,otherstructure,Objects,,,,,n02800354,baseboard.n.01,1.0,wall,skirting board,wall
1316,sky,sky,,38,,,otherstructure,,,,,,,,,misc,,misc
1317,skylight,skylight,59.0,9,13.0,window,window,Window,,,,,n04232800,skylight.n.01,9.0,window,skylight,window
1318,slab,slab,,38,7.0,,otherstructure,Objects,,,,,n04233405,slab.n.01,39.0,objects,slab,objects
1319,sled,sled,,40,,,otherprop,,,,,,,,,objects,,objects
1320,sledge,sledge,,40,,,otherprop,,,,,,,,,objects,,objects
1321,sleeping bag,sleeping bag,841.0,4,,sleeping bag,bed,,,,,,,,,objects,,objects
1322,sliding door,sliding door,28.0,8,12.0,door,door,Wall,door,,,,n04239074,sliding_door.n.01,4.0,door,door slide,door
1323,sliding glass door,sliding glass door,28.0,8,12.0,door,door,Wall,door,,,,,,40.0,misc,sliding glass door,misc
1324,slippers,slippers,149.0,40,,shoe,otherprop,,,,,,,,,objects,,objects
1325,small table/stand,small table / stand,,40,7.0,,otherprop,Objects,,,,,,,40.0,misc,small table/stand,misc
1326,smoke alarm,smoke alarm,525.0,40,7.0,alarm,otherprop,Objects,,,,,n03343737,fire_alarm.n.02,39.0,objects,smoke alarm,objects
1327,smoke detector,smoke detector,,40,7.0,,otherprop,Objects,,,,,,,40.0,misc,smoke detector,misc
1328,snack,snack,,40,,,otherprop,,,,,,,,,objects,,objects
1329,soap,soap,133.0,40,7.0,soap,otherprop,Objects,,,,,n04253437,soap.n.01,39.0,objects,soap,objects
1330,soap bottle,soap bottle,2.0,40,7.0,bottle,otherprop,Objects,bottle,,bottle,2876657.0,n02876657,bottle.n.01,39.0,objects,soap bottle,objects
1331,soap dish,soap dish,638.0,40,7.0,soap dish,otherprop,Objects,,,,,n04254009,soap_dish.n.01,39.0,objects,soap dish,objects
1332,soap dish cubby,soap dish cubby,,40,7.0,,otherprop,Objects,,,,,,,40.0,misc,soap dish cubby,misc
1333,soap dispenser,soap dispenser,,40,7.0,,otherprop,Objects,,,,,n04254120,soap_dispenser.n.01,39.0,objects,soap dispenser,objects
1334,soap dispenser shelf in shower,soap displensor shelf in shower,,40,7.0,,otherprop,Objects,,,,,,,40.0,misc,soap dispenser shelf in shower,misc
1335,soap tray,soap tray,662.0,40,,soap tray,otherprop,,,,,,,,,objects,,objects
1336,soapbox,soapbox,671.0,40,7.0,soap box,otherprop,Objects,,,,,,,40.0,misc,soapbox,misc
1337,socket,socket,,40,7.0,,otherprop,Objects,,,,,n04255163,socket.n.02,39.0,objects,socket,objects
1338,socks,socks,165.0,40,,sock,otherprop,,,,,,,,,clothes,,clothes
1339,sofa,sofa,83.0,6,,sofa,sofa,,,,,,,,,sofa,,sofa
1340,sofa chair,sofa chair,5.0,5,4.0,chair,chair,Chair,chair,chair,chair,3001627.0,n03001627,chair.n.01,3.0,chair,sofa chair,chair
1341,sofa seat,sofa seat,,40,7.0,,otherprop,Objects,,,,,,,40.0,misc,sofa seat,misc
1342,sofa set,sofa set,83.0,6,9.0,sofa,sofa,Sofa,sofa,sofa,sofa,4256520.0,n04256520,sofa.n.01,10.0,sofa,sofa set,sofa
1343,soft chair,soft chair,5.0,5,4.0,chair,chair,Chair,chair,chair,chair,3001627.0,n03001627,chair.n.01,3.0,chair,soft chair,chair
1344,solarium,solarium,,40,,,otherprop,,,,,,,,,misc,,misc
1345,solarium door,solarium door,28.0,8,12.0,door,door,Wall,door,,,,,,,door,,door
1346,sombrero,sombrero,193.0,40,,hat,otherprop,,,,,,,,,objects,,objects
1347,soundbar,sound bar,54.0,40,,speaker,otherprop,,,,,,,,,appliances,,appliances
1348,spa armchair,spa armchair,5.0,5,,chair,chair,,,,,,,,,chair,,chair
1349,spa bathtub,spa bathtub,136.0,36,,bathtub,bath tub,,,,,,,,,bathtub,,bathtub
1350,spa bench,spa bench,204.0,39,6.0,bench,otherfurniture,Furniture,bench,,bench,2828884.0,n02828884,bench.n.01,34.0,seating,spa bench,seating
1351,spatula,spatula,255.0,40,,spatula,otherprop,,,,,,,,,objects,,objects
1352,speaker,speaker,54.0,40,7.0,speaker,otherprop,Objects,,,speaker,3691459.0,n03691459,loudspeaker.n.01,39.0,objects,speaker,objects
1353,speaker stand,speaker stand,50.0,40,,stand,otherprop,,,,,,,,,cabinet,,cabinet
1354,spice boxes,spice boxes,272.0,29,,spice bottle,box,,,,,,,,,objects,,objects
1355,spice rack,spice racks,241.0,38,7.0,spice rack,otherstructure,Objects,,,,,n04275175,spice_rack.n.01,31.0,shelving,spice rack,shelving
1356,spices,spices,272.0,40,,spice bottle,otherprop,,,,,,,,,objects,,objects
1357,spirit level,spirit level,,40,,,otherprop,,,,,,,,,objects,,objects
1358,sponge,sponge,250.0,40,,sponge,otherprop,,,,,,,,,objects,,objects
1359,spoon,spoon,283.0,40,,spoon,otherprop,,,,,,,,,objects,,objects
1360,spray,spray,,40,,,otherprop,,,,,,,,,objects,,objects
1361,spray can,spray can,329.0,40,,can,otherprop,,,,,,,,,objects,,objects
1362,sprinkler,sprinkler,,40,,,otherprop,,,,,,,,,objects,,objects
1363,square,square,,40,,,otherprop,,,,,,,,,objects,,objects
1364,stack,stack,,40,7.0,,otherprop,Objects,,,,,,,40.0,misc,stack,misc
1365,stack of albums,stack of albums,822.0,40,,album,otherprop,,,,,,,,,objects,,objects
1366,stack of bags,stack of bags,55.0,37,,bag,bag,,,,,,,,,objects,,objects
1367,stack of binders,stack of binders,399.0,40,,binder,otherprop,,,,,,,,,objects,,objects
1368,stack of blankets,stack of blankets,312.0,40,,blanket,otherprop,,,,,,,,,objects,,objects
1369,stack of books,stack of book,85.0,23,,books,books,,,,,,,,,objects,,objects
1370,stack of books / papers,stack of books/ papers,85.0,23,,books,books,,,,,,,,,objects,,objects
1371,stack of boxes,stack of boxes,446.0,29,,stacked bins boxes,box,,,,,,,,,objects,,objects
1372,stack of cds,stack of cd's,207.0,40,,cd,otherprop,,,,,,,,,objects,,objects
1373,stack of chairs,stack of chairs,43.0,5,,stacked chairs,chair,,,,,,,,,chair,,chair
1374,stack of clothes,stack of clothes,141.0,21,,clothes,clothes,,,,,,,,,clothes,,clothes
1375,stack of files,stack of files,483.0,40,,papers,otherprop,,,,,,,,,objects,,objects
1376,stack of jackets,stack of jackets,324.0,21,,jacket,clothes,,,,,,,,,clothes,,clothes
1377,stack of magazines,stack of magazines,71.0,40,,magazine,otherprop,,,,,,,,,objects,,objects
1378,stack of music stands,stack of music stands,820.0,40,,music stand,otherprop,,,,,,,,,misc,,misc
1379,stack of papers,stack of papers,483.0,40,7.0,papers,otherprop,Objects,,,,,,,40.0,misc,stack of paper,misc
1380,stack of pillows,stack of pillows,119.0,18,,pillow,pillow,,,,,,,,,cushion,,cushion
1381,stack of plates,stack of plates,358.0,40,,stack of plates,otherprop,,,,,,,,,objects,,objects
1382,stack of pots,stack of pots,16.0,40,,pot,otherprop,,,,,,,,,objects,,objects
1383,stack of product boxes,stack of product boxes,446.0,40,,stacked bins boxes,otherprop,,,,,,,,,objects,,objects
1384,stack of shoes,stack of shoes,149.0,40,,shoe,otherprop,,,,,,,,,objects,,objects
1385,stack of stuff,stack of stuff,,40,,,otherprop,,,,,,,,,misc,,misc
1386,stack of t-shirts,stack of t shirts,141.0,21,,clothes,clothes,,,,,,,,,clothes,,clothes
1387,stack of towels,stack of towels,135.0,27,,towel,towel,,,,,,,,,towel,,towel
1388,stack of trays,stack of trays,179.0,40,,tray,otherprop,,,,,,,,,objects,,objects
1389,stack of yarns,stack of yarns,,40,,,otherprop,,,,,,,,,clothes,,clothes
1390,stacked chair,stacked chairs,5.0,5,4.0,chair,chair,Chair,chair,chair,chair,3001627.0,n03001627,chair.n.01,3.0,chair,stacked chair,chair
1391,stage,stage,,40,7.0,,otherprop,Objects,,,,,,,40.0,misc,stage,misc
1392,stained glass,stained glass,59.0,9,,window,window,,,,,,,,,window,,window
1393,stair,stair,215.0,38,7.0,stairs,otherstructure,Objects,stairs,,,,n04314914,step.n.04,16.0,stairs,stair,stairs
1394,stair frame,stairframe,,40,7.0,,otherprop,Objects,,,,,,,40.0,misc,stair frame,misc
1395,stair handle,stair handle,758.0,40,7.0,handle,otherprop,Objects,,,,,n04047401,railing.n.01,30.0,railing,stair handle,railing
1396,stair step,stair steps,,40,7.0,,otherprop,Objects,,,,,,,40.0,misc,stair step,misc
1397,stair wall,stair wall,21.0,1,12.0,wall,wall,Wall,,,,,,,40.0,misc,stair wall,misc
1398,staircase,staircase,215.0,38,7.0,stairs,otherstructure,Objects,,,,,n04298308,stairway.n.01,16.0,stairs,staircase,stairs
1399,staircase handrail,staircase handrail,,40,7.0,,otherprop,Objects,,,,,,,40.0,misc,staircaise handrail,misc
1400,staircase trim,staircase trim,,40,7.0,,otherprop,Objects,,,,,,,40.0,misc,staircase trim,misc
1401,staircase wall,staircase wall,21.0,1,,wall,wall,,,,,,,,,wall,,wall
1402,stairs,stairs behind,215.0,38,7.0,stairs,otherstructure,Objects,stairs,,,,n04314914,step.n.04,16.0,stairs,stairs,stairs
1403,stairs railing,stairs railing,497.0,38,7.0,railing,otherstructure,Objects,,,,,,,40.0,misc,stairs railing,misc
1404,stairs skirt,stairs skirt,,40,7.0,,otherprop,Objects,,,,,,,40.0,misc,stairs skirt,misc
1405,stairs trim,stairs trim,215.0,38,,stairs,otherstructure,,,,,,,,,stairs,,stairs
1406,stairs wall,stairs wall,21.0,1,,wall,wall,,,,,,,,,wall,,wall
1407,stairwell,stairwell,,40,7.0,,otherprop,Objects,,,,,n04298661,stairwell.n.01,16.0,stairs,stairwell,stairs
1408,stand,stand,50.0,39,6.0,stand,otherfurniture,Furniture,table,table,table,4379243.0,n04301000,stand.n.04,5.0,table,stand,table
1409,stand/small table,stand / small table,19.0,7,10.0,table,table,Table,table,table,table,4379243.0,n04379243,table.n.02,5.0,table,stand/small table,table
1410,stapler,stampler,67.0,40,,stapler,otherprop,,,,,,,,,objects,,objects
1411,star,star,,40,7.0,,otherprop,Objects,,,,,n09444783,star.n.03,39.0,objects,star,objects
1412,stationery,stationery,15.0,26,7.0,paper,paper,Objects,,,,,n06258852,stationery.n.01,39.0,objects,office stuff,objects
1413,statue,statue,294.0,40,7.0,sculpture,otherprop,Objects,,,,,n04306847,statue.n.01,39.0,objects,statue,objects
1414,statue/art,statue / art,,40,7.0,,otherprop,Objects,,,,,,,40.0,misc,statue/art,misc
1415,steel plate,steel plate,233.0,40,,plate,otherprop,,,,,,,,,objects,,objects
1416,step,step,,38,7.0,,otherstructure,Objects,,,,,n04314914,step.n.04,16.0,stairs,step,stairs
1417,step stool,step stool,276.0,40,7.0,step stool,otherprop,Objects,stool,,,,n04315713,step_stool.n.01,19.0,stool,step stool,stool
1418,stereo,stereo,84.0,40,,stereo,otherprop,,,,,,,,,appliances,,appliances
1419,stereo set,stereo set,84.0,40,,stereo,otherprop,,,,,,,,,appliances,,appliances
1420,stick,stick,529.0,40,7.0,stick,otherprop,Objects,,,,,,,40.0,misc,stick,misc
1421,sticker book,sticker book,1.0,23,,book,books,,,,,,,,,objects,,objects
1422,sticky notes,sticky notes,438.0,40,,notecards,otherprop,,,,,,,,,objects,,objects
1423,stole,stoll,141.0,21,,clothes,clothes,,,,,,,,,clothes,,clothes
1424,stone,stone,578.0,40,7.0,stones,otherprop,Objects,,,,,n09416076,rock.n.01,39.0,objects,stone,objects
1425,stone bench,stone bench,204.0,39,6.0,bench,otherfurniture,Furniture,bench,,bench,2828884.0,n02828884,bench.n.01,34.0,seating,stone bench,seating
1426,stone support structure,stone support structure,,40,7.0,,otherprop,Objects,,,,,,,40.0,misc,stone support structure,misc
1427,stones,stones,578.0,40,,stones,otherprop,,,,,,,,,misc,,misc
1428,stonework,stonework,,40,7.0,,otherprop,Objects,,,,,n04326799,stonework.n.01,40.0,misc,stonework,misc
1429,stool,stool,150.0,40,7.0,stool,otherprop,Objects,stool,,,,n04326896,stool.n.01,19.0,stool,stoo,stool
1430,stools,stools,150.0,40,7.0,stool,otherprop,Objects,stool,,,,,,,stool,,stool
1431,storage,storage,645.0,40,,storage space,otherprop,,,,,,n03744276,memory.n.04,39.0,objects,storage,objects
1432,storage bin,storage bin,812.0,40,7.0,storage bin,otherprop,Objects,,,,,,,40.0,misc,storage bin,misc
1433,storage box,storage boxes,26.0,29,7.0,box,box,Objects,,,,,,,40.0,misc,storage box,misc
1434,storage cabinet,storage cabinet,3.0,3,6.0,cabinet,cabinet,Furniture,,,cabinet,2933112.0,n02933112,cabinet.n.01,7.0,cabinet,storage cabinet,cabinet
1435,storage shelving,storage shelving,42.0,15,6.0,shelves,shelves,Furniture,,,,,n04190052,shelf.n.01,31.0,shelving,storage shelving,shelving
1436,storage space,storage space,645.0,38,7.0,storage space,otherstructure,Objects,,,,,n04328946,storage_space.n.01,40.0,misc,storage space,misc
1437,storage unit,storage unit,813.0,39,,storage chest,otherfurniture,,,,,,,,,furniture,,furniture
1438,stove,stove,242.0,38,7.0,stove,otherstructure,Objects,,,stove,4330267.0,n04330267,stove.n.02,37.0,appliances,stove,appliances
1439,stovetop,stovetop,,40,7.0,,otherprop,Objects,,,,,,,40.0,misc,induction hob,misc
1440,strings,strands,,40,,,otherprop,,,,,,,,,misc,,misc
1441,stroke,stroke,,40,,,otherprop,,,,,,,,,misc,,misc
1442,strongbox,strongbox,26.0,29,,box,box,,,,,,,,,objects,,objects
1443,stuffed animal,stuffed animal,177.0,40,7.0,stuffed animal,otherprop,Objects,,,,,n04399382,teddy.n.01,39.0,objects,stuffed animal,objects
1444,subwoofer,subwoofer,54.0,40,,speaker,otherprop,,,,,,,,,objects,,objects
1445,sunbed,sunbed,,39,,,otherfurniture,,,,,,,,,furniture,,furniture
1446,support,support,,40,7.0,,otherprop,Objects,,,,,,,40.0,misc,support,misc
1447,support beam,support beam,,40,7.0,,otherprop,Objects,,,,,n02815950,beam.n.02,29.0,beam,support beam,beam
1448,surface,surface,7.0,12,,counter,counter,,,,,,,,,counter,,counter
1449,surfboard,surfboard,,40,,,otherprop,,,,,,,,,objects,,objects
1450,swing,swing,389.0,40,7.0,toy,otherprop,Objects,,,,,n04371774,swing.n.02,39.0,objects,garden swing,objects
1451,switch,switch,,40,7.0,,otherprop,Objects,,,,,n04372370,switch.n.01,39.0,objects,switch,objects
1452,swivel chair,swivel chair,5.0,5,4.0,chair,chair,Chair,chair,chair,chair,3001627.0,n04373704,swivel_chair.n.01,3.0,chair,swivel chair,chair
1453,t-shirt,t shirt,141.0,21,,clothes,clothes,,,,,,,,,clothes,,clothes
1454,table,table,19.0,7,10.0,table,table,Table,table,table,table,4379243.0,n04379243,table.n.02,5.0,table,small table,table
1455,table cloth,table cloth,292.0,40,,tablecloth,otherprop,,,,,,,,,table,,table
1456,table lamp,table lamp,144.0,35,7.0,lamp,lamp,Objects,lamp,,lamp,3636649.0,n04380533,table_lamp.n.01,28.0,lighting,table lamp,lighting
1457,table pad,table pad,19.0,7,,table,table,,,,,,,,,table,,table
1458,table stand,table stand,50.0,39,6.0,stand,otherfurniture,Furniture,,,,,,,40.0,misc,table stand,misc
1459,table tennis table,table tennis table,19.0,7,,table,table,,,,,,,,,table,,table
1460,tablet,tablet,19.0,7,10.0,table,table,Table,table,table,table,4379243.0,n04379243,table.n.02,5.0,table,tablet,table
1461,tambourine,tambourine,145.0,40,,drum,otherprop,,,,,,,,,objects,,objects
1462,tank,tank,,40,7.0,,otherprop,Objects,,,,,,,40.0,misc,tank,misc
1463,tap,tap,9.0,40,7.0,faucet,otherprop,Objects,,,faucet,3325088.0,n04559451,water_faucet.n.01,39.0,objects,tap,objects
1464,tapestry,tapestry,,40,7.0,,otherprop,Objects,,,,,n04393549,tapestry.n.02,39.0,objects,tapestry,objects
1465,tea set,teaset,,40,,,otherprop,,,,,,,,,objects,,objects
1466,teapot,teapot,678.0,40,7.0,tea pot,otherprop,Objects,,,,,n04398044,teapot.n.01,39.0,objects,teapot,objects
1467,telephone,telephone,32.0,40,7.0,telephone,otherprop,Objects,,,telephone,4401088.0,n04401088,telephone.n.01,39.0,objects,telephone,objects
1468,telescope,telescope,467.0,40,7.0,telescope,otherprop,Objects,,,,,n04403638,telescope.n.01,39.0,objects,telescope,objects
1469,tennis racket,tennis racket,626.0,40,,tennis racket,otherprop,,,,,,,,,objects,,objects
1470,tent,tent,835.0,40,,tent,otherprop,,,,,,,,,objects,,objects
1471,terrace,terrace,,38,,,otherstructure,,,,,,,,,misc,,misc
1472,thermometer,thermometer,,40,,,otherprop,,,,,,,,,objects,,objects
1473,thermostat,thermostat,110.0,40,7.0,thermostat,otherprop,Objects,,,,,n04422875,thermostat.n.01,39.0,objects,temperature control,objects
1474,three,three,,40,7.0,,otherprop,Objects,,,,,,,40.0,misc,three,misc
1475,throw blanket,throw blanket,312.0,40,7.0,blanket,otherprop,Objects,,,,,,,40.0,misc,throw blanket,misc
1476,tile,tile,,40,7.0,,otherprop,Objects,,,,,n04435180,tile.n.01,39.0,objects,tile,objects
1477,tiles,tiles,,40,,,otherprop,,,,,,,,,misc,,misc
1478,tire,tire,,40,,,otherprop,,,,,,,,,objects,,objects
1479,tissue,tissues,648.0,40,7.0,tissue,otherprop,Objects,,,,,,,40.0,misc,tissue,misc
1480,tissue box,tissue box,138.0,40,7.0,tissue box,otherprop,Objects,,,,,n02883344,box.n.01,39.0,objects,tisse box,objects
1481,title,title,,40,7.0,,otherprop,Objects,,,,,,,40.0,misc,title,misc
1482,toaster,toaster,251.0,40,7.0,toaster,otherprop,Objects,,,,,n04442312,toaster.n.02,37.0,appliances,toaster,appliances
1483,toaster oven,toaster oven,275.0,40,7.0,toaster oven,otherprop,Objects,,,,,n04442441,toaster_oven.n.01,37.0,appliances,toaster oven,appliances
1484,toilet,toilet,124.0,33,7.0,toilet,toilet,Objects,toilet,toilet,,,n04446276,toilet.n.01,18.0,toilet,tailet,toilet
1485,toilet brush,toilet brush,630.0,40,7.0,toilet brush,otherprop,Objects,,,,,,,40.0,misc,toilet brush,misc
1486,toilet brush holder,toilet brush holder,,40,7.0,,otherprop,Objects,,,,,,,40.0,misc,toilet bowl brush holder,misc
1487,toilet cleaner,toilet cleaner,548.0,40,7.0,cleaner,otherprop,Objects,,,,,,,40.0,misc,toilet cleaner,misc
1488,toilet paper,toilet paper,139.0,40,7.0,toilet paper,otherprop,Objects,,,,,n15075141,toilet_tissue.n.01,39.0,objects,rolls of toilet paper,objects
1489,toilet paper dispenser,toilet paper dispenser,,40,7.0,,otherprop,Objects,,,,,,,40.0,misc,toilet paper dispenser,misc
1490,toilet seat,toilet seat,124.0,33,,toilet,toilet,,,,,,,,,toilet,,toilet
1491,toiletry,toiletry,,40,7.0,,otherprop,Objects,,,,,n04447443,toiletry.n.01,39.0,objects,toiletry,objects
1492,toiletry bag,toiletry bag,125.0,37,,toiletries bag,bag,,,,,,,,,objects,,objects
1493,tool,tool,,40,7.0,,otherprop,Objects,,,,,n04451818,tool.n.01,39.0,objects,tool,objects
1494,tool box,tool box,26.0,29,,box,box,,,,,,,,,objects,,objects
1495,tool rack,tool board,,38,,,otherstructure,,,,,,,,,wall,,wall
1496,toothbrush,toothbrush,127.0,40,,toothbrush,otherprop,,,,,,,,,objects,,objects
1497,toothpaste,toothpaste,128.0,40,,toothpaste,otherprop,,,,,,,,,objects,,objects
1498,torch,torch,696.0,40,,torch,otherprop,,,,,,,,,objects,,objects
1499,towel,towel,135.0,27,7.0,towel,towel,Objects,,,,,n04459362,towel.n.01,20.0,towel,towel,towel
1500,towel bar,towel bar,51.0,38,7.0,bar,otherstructure,Objects,,,,,n04459909,towel_rail.n.01,39.0,objects,towel bar,objects
1501,towel ring,towel ring,,40,7.0,,otherprop,Objects,,,,,n04460038,towel_ring.n.01,39.0,objects,towel ring,objects
1502,toy,toy,389.0,40,7.0,toy,otherprop,Objects,,,,,n03964744,plaything.n.01,39.0,objects,toy,objects
1503,traffic cone,traffic cone,6.0,40,,cone,otherprop,,,,,,,,,objects,,objects
1504,training mat,training mat,205.0,20,,yoga mat,floor mat,,,,,,,,,gym_equipment,,gym_equipment
1505,trampoline,trampoline,521.0,40,,trampoline,otherprop,,,,,,,,,gym_equipment,,gym_equipment
1506,trash bag,trash bag,55.0,37,7.0,bag,bag,Objects,,,,,,,40.0,misc,trash bag,misc
1507,trash can,toilet bin,12.0,40,,garbage bin,otherprop,,,,,,,,,objects,,objects
1508,tray,tray,179.0,40,7.0,tray,otherprop,Objects,,,,,n04476259,tray.n.01,39.0,objects,table tray,objects
1509,treadmill,treadmill,458.0,39,6.0,treadmill,otherfurniture,Furniture,,,,,n04477387,treadmill.n.01,33.0,gym_equipment,threadmill,gym_equipment
1510,tree,tree,82.0,40,7.0,plant,otherprop,Objects,plant,,,,n13104059,tree.n.01,14.0,plant,tree,plant
1511,tree branch,tree branch,,40,7.0,,otherprop,Objects,,,,,n13163803,limb.n.02,39.0,objects,tree branch,objects
1512,trimmer,trimmer,171.0,40,,shaver,otherprop,,,,,,,,,objects,,objects
1513,trinket,trinket,844.0,40,7.0,trinket,otherprop,Objects,,,,,n02787435,bangle.n.02,39.0,objects,tabletop trinket,objects
1514,tripod,tripod,50.0,39,6.0,stand,otherfurniture,Furniture,,,,,n04485082,tripod.n.01,31.0,shelving,tripod,shelving
1515,trolley,troley,504.0,40,,trolley,otherprop,,,,,,,,,objects,,objects
1516,trombone,trombone,,40,,,otherprop,,,,,,,,,objects,,objects
1517,trophy,trophy,547.0,40,7.0,trophy,otherprop,Objects,,,,,,,40.0,misc,trofeum,misc
1518,trough,trough,,40,,,otherprop,,,,,,,,,misc,,misc
1519,trumpet,trumpet,,40,,,otherprop,,,,,,,,,objects,,objects
1520,tv,tv,172.0,25,11.0,television,television,TV,,,tv or monitor,3211117.0,n03211117,display.n.06,22.0,tv_monitor,plasma tv,tv_monitor
1521,tv remote,tv decoder,175.0,40,,remote control,otherprop,,,,,,,,,objects,,objects
1522,tv stand,tv stand,291.0,39,6.0,tv stand,otherfurniture,Furniture,tv_stand,,,,n03290653,entertainment_center.n.01,36.0,furniture,tv cabinet,furniture
1523,typewriter,typewriter,376.0,40,7.0,typewriter,otherprop,Objects,,,printer,4004475.0,n04505036,typewriter.n.01,39.0,objects,typewriter,objects
1524,ukulele,ukulele,300.0,40,,guitar,otherprop,,,,,,,,,objects,,objects
1525,umbrella,umbrella,203.0,40,7.0,umbrella,otherprop,Objects,,,,,n04507155,umbrella.n.01,39.0,objects,umbrella,objects
1526,umbrella stand,umbrella stand,50.0,40,,stand,otherprop,,,,,,,,,furniture,,furniture
1527,unknown,unknown,20.0,40,7.0,unknown,otherprop,Objects,,,,,n08632096,unknown.n.01,41.0,unlabeled,",1",unlabeled
1528,unknown/remove,unknown / remove,,40,7.0,,otherprop,Objects,,,,,,,40.0,misc,unknown/remove,misc
1529,urinal,urinal,,40,7.0,,otherprop,Objects,,,,,n04515991,urinal.n.01,39.0,objects,urinal,objects
1530,utensil,utencils,267.0,40,7.0,utensil,otherprop,Objects,,,,,n04516672,utensil.n.01,39.0,objects,office utensils,objects
1531,vacuum cleaner,vacuum cleaner,306.0,40,7.0,vacuum cleaner,otherprop,Objects,,,,,n04517823,vacuum.n.04,37.0,appliances,vaccum cleaner,appliances
1532,vanity,vanity,169.0,17,6.0,dresser,dresser,Furniture,dresser,dresser,table,4379243.0,n03238586,dressing_table.n.01,5.0,table,vanity,table
1533,vase,vase,78.0,40,7.0,vase,otherprop,Objects,vase,,jar,3593526.0,n04522168,vase.n.01,39.0,objects,table vase,objects
1534,vegetables,vegetables,719.0,40,,vegetables,otherprop,,,,,,,,,objects,,objects
1535,vent,vent,25.0,38,7.0,air vent,otherstructure,Objects,,,,,n04526241,vent.n.01,40.0,misc,heat vent,misc
1536,ventilation,ventilation,,40,7.0,,otherprop,Objects,,,,,n04526520,ventilation.n.02,39.0,objects,ventialtion,objects
1537,ventilation hood,ventilation hood,,40,7.0,,otherprop,Objects,,,,,,,40.0,misc,ventilation hood,misc
1538,vessel,vessel,263.0,40,7.0,vessel,otherprop,Objects,,,watercraft,4530566.0,n04530566,vessel.n.02,39.0,objects,vese,objects
