Category Tag,# of Scenes,# of Regions,Regions per Scene,# of Instances,Mean Instances per Scene,Mean Instances per Region,GT Name (if specified),Bathroom,Bedroom,Dining room,Garage,Hall/stairwell,Kitchen,Laundry room,Living room,Office,Rec room,Unknown room
skates,1,1,1.0,1,1.0,1.0,,0,0,0,0,0,0,0,0,3,1,24
ski,1,1,1.0,2,2.0,2.0,,0,0,0,0,0,0,0,0,0,0,19
skirting board,1,1,1.0,1,1.0,1.0,,0,0,0,0,0,0,0,0,1,3,30
sky,1,1,1.0,2,2.0,2.0,,0,0,0,0,0,0,0,0,0,0,15
skylight,2,3,1.5,3,1.5,1.0,,0,1,0,0,1,2,0,1,1,0,83
slab,1,1,1.0,2,2.0,2.0,,0,0,2,0,0,5,1,0,0,0,17
sled,1,1,1.0,1,1.0,1.0,,0,0,0,0,0,0,0,0,0,0,20
sledge,1,1,1.0,1,1.0,1.0,,0,1,0,0,0,0,0,0,0,0,26
sleeping bag,2,2,1.0,2,1.0,1.0,,0,0,0,0,0,0,0,0,0,0,59
sliding door,16,25,1.5625,37,2.3125,1.48,,9,24,2,0,2,10,2,3,13,1,493
sliding glass door,14,19,1.3571428571428572,26,1.8571428571428572,1.368421052631579,,0,6,14,0,3,39,2,18,6,1,495
slippers,5,7,1.4,7,1.4,1.0,,3,6,0,0,1,2,0,5,1,0,205
small table/stand,9,11,1.2222222222222223,14,1.5555555555555556,1.2727272727272727,,8,9,0,0,0,3,0,8,0,0,277
smoke alarm,9,20,2.2222222222222223,23,2.5555555555555554,1.15,,15,10,0,0,6,10,0,5,5,0,346
smoke detector,36,119,3.3055555555555554,132,3.6666666666666665,1.1092436974789917,,29,87,2,0,17,25,6,42,24,13,2581
snack,1,1,1.0,28,28.0,28.0,,0,0,0,0,0,0,0,1,0,1,33
soap,40,55,1.375,65,1.625,1.1818181818181819,,297,8,0,0,2,23,1,3,3,0,1151
soap bottle,25,38,1.52,51,2.04,1.3421052631578947,,203,1,0,0,1,24,1,2,2,0,721
soap dish,14,19,1.3571428571428572,23,1.6428571428571428,1.2105263157894737,,65,0,0,0,0,26,1,0,0,0,372
soap dish cubby,3,3,1.0,3,1.0,1.0,,16,0,0,0,0,5,0,0,0,0,54
soap dispenser,50,90,1.8,113,2.26,1.2555555555555555,,369,7,2,0,5,120,4,7,2,0,1775
soap dispenser shelf in shower,1,1,1.0,1,1.0,1.0,,5,0,0,0,0,0,0,0,0,0,15
soap tray,1,1,1.0,1,1.0,1.0,,3,0,0,0,0,0,0,0,0,0,11
soapbox,3,3,1.0,3,1.0,1.0,,30,0,0,0,0,0,0,0,0,0,45
socket,12,16,1.3333333333333333,19,1.5833333333333333,1.1875,,7,9,0,4,1,14,5,10,9,0,471
socks,1,1,1.0,3,3.0,3.0,,0,0,0,0,0,0,0,0,1,0,87
sofa,61,123,2.0163934426229506,159,2.6065573770491803,1.2926829268292683,living room,12,38,5,1,16,72,0,188,30,10,3259
sofa chair,28,47,1.6785714285714286,73,2.607142857142857,1.553191489361702,living room,4,29,10,0,9,28,0,90,21,2,1236
sofa seat,13,18,1.3846153846153846,26,2.0,1.4444444444444444,living room,1,9,2,0,4,10,0,31,2,0,383
sofa set,4,5,1.25,5,1.25,1.0,living room,0,3,0,0,1,4,0,6,1,0,97
soft chair,1,1,1.0,1,1.0,1.0,,0,0,0,0,0,0,0,2,0,0,16
solarium,1,3,3.0,3,3.0,1.0,,1,0,0,0,0,0,0,0,0,0,48
solarium door,1,1,1.0,1,1.0,1.0,,1,0,0,0,0,0,0,0,0,0,13
sombrero,1,1,1.0,1,1.0,1.0,,0,0,0,0,0,0,0,0,0,0,18
soundbar,2,2,1.0,2,1.0,1.0,,0,0,0,0,0,0,0,4,1,0,55
spa armchair,1,1,1.0,1,1.0,1.0,,0,0,0,0,1,0,0,0,0,0,24
spa bathtub,1,1,1.0,1,1.0,1.0,,0,0,0,0,1,0,0,0,0,0,24
spa bench,3,4,1.3333333333333333,7,2.3333333333333335,1.75,,2,0,0,0,0,0,0,0,0,0,38
spatula,1,1,1.0,1,1.0,1.0,,0,0,0,0,0,1,0,0,0,0,56
speaker,78,114,1.4615384615384615,233,2.9871794871794872,2.043859649122807,,8,59,16,0,19,92,3,104,70,18,3211
speaker stand,1,1,1.0,3,3.0,3.0,,0,0,0,0,0,0,0,1,0,0,26
spice boxes,1,1,1.0,1,1.0,1.0,,0,0,0,0,0,4,0,0,0,0,21
spice rack,17,17,1.0,18,1.0588235294117647,1.0588235294117647,,0,0,8,0,1,91,0,8,0,0,523
spices,1,1,1.0,2,2.0,2.0,,0,0,0,0,0,3,0,0,0,0,40
spirit level,1,1,1.0,1,1.0,1.0,,0,0,0,0,1,0,1,0,0,0,67
sponge,3,3,1.0,3,1.0,1.0,,23,0,0,0,0,7,0,0,0,0,106
spoon,2,2,1.0,5,2.5,2.5,,0,0,2,0,0,0,0,2,5,0,73
spray,1,1,1.0,1,1.0,1.0,,0,0,0,4,1,0,0,0,0,0,36
spray can,1,1,1.0,1,1.0,1.0,,0,0,0,0,0,3,0,0,0,0,40
sprinkler,3,9,3.0,12,4.0,1.3333333333333333,,3,2,0,0,1,5,1,1,0,0,176
square,1,1,1.0,1,1.0,1.0,,0,0,0,0,0,1,0,0,0,0,56
stack,2,2,1.0,2,1.0,1.0,,0,0,0,0,0,3,0,2,1,0,56
stack of albums,1,1,1.0,1,1.0,1.0,,0,0,0,0,0,0,0,0,1,0,87
stack of bags,1,1,1.0,1,1.0,1.0,,0,0,0,0,0,0,0,0,0,0,24
stack of binders,1,1,1.0,1,1.0,1.0,,0,0,0,0,0,0,0,0,4,0,27
stack of blankets,1,1,1.0,2,2.0,2.0,,0,0,0,0,0,0,0,0,0,0,24
stack of books,6,14,2.3333333333333335,51,8.5,3.642857142857143,,0,10,0,0,1,1,0,9,14,0,374
stack of books / papers,1,1,1.0,1,1.0,1.0,,0,0,0,0,0,1,0,0,0,0,16
stack of boxes,2,2,1.0,2,1.0,1.0,,0,0,0,0,0,0,0,0,1,0,93
stack of cds,4,4,1.0,7,1.75,1.75,,0,1,0,0,0,6,0,1,10,0,135
stack of chairs,2,4,2.0,5,2.5,1.25,,0,0,0,0,0,0,0,0,0,0,54
stack of clothes,1,2,2.0,28,28.0,14.0,,0,0,0,0,0,0,0,0,0,0,40
stack of files,2,2,1.0,2,1.0,1.0,,0,0,0,0,0,0,0,0,8,0,58
stack of jackets,1,1,1.0,1,1.0,1.0,,0,0,0,0,0,0,2,0,0,0,25
stack of magazines,4,5,1.25,5,1.25,1.0,,2,1,0,0,1,3,0,4,0,0,136
stack of music stands,1,1,1.0,1,1.0,1.0,,0,0,0,0,0,0,0,0,1,0,87
stack of papers,34,51,1.5,159,4.676470588235294,3.1176470588235294,,14,30,2,7,4,19,2,25,86,4,1437
stack of pillows,1,1,1.0,1,1.0,1.0,,0,0,0,0,0,0,0,0,0,0,24
stack of plates,1,1,1.0,7,7.0,7.0,,0,0,0,0,1,0,0,0,0,0,28
stack of pots,1,1,1.0,1,1.0,1.0,,0,0,0,0,0,0,1,0,0,0,20
stack of product boxes,1,1,1.0,3,3.0,3.0,,0,0,0,0,0,0,0,0,1,0,87
stack of shoes,1,2,2.0,3,3.0,1.5,,0,1,0,0,0,0,0,0,0,0,42
stack of stuff,1,2,2.0,2,2.0,1.0,,0,2,0,1,0,1,0,2,0,0,66
stack of t-shirts,1,1,1.0,1,1.0,1.0,,0,0,0,0,0,0,0,0,1,0,87
stack of towels,3,5,1.6666666666666667,22,7.333333333333333,4.4,,25,1,0,0,0,0,0,0,0,0,117
stack of trays,1,1,1.0,1,1.0,1.0,,0,0,0,0,0,0,0,1,0,0,27
stack of yarns,1,1,1.0,1,1.0,1.0,,0,2,0,0,0,0,0,0,1,0,32
stacked chair,4,4,1.0,4,1.0,1.0,,0,0,0,0,0,1,1,2,2,1,99
stage,1,3,3.0,3,3.0,1.0,,1,1,0,0,0,0,0,2,0,0,75
stained glass,3,4,1.3333333333333333,4,1.3333333333333333,1.0,,0,2,0,0,0,0,0,2,1,0,100
stair,14,16,1.1428571428571428,20,1.4285714285714286,1.25,hall/stairwell,7,3,2,0,37,13,0,3,5,3,247
stair frame,1,1,1.0,1,1.0,1.0,hall/stairwell,0,0,0,0,3,0,0,1,2,2,32
stair handle,3,4,1.3333333333333333,5,1.6666666666666667,1.25,hall/stairwell,0,0,0,0,13,1,0,0,0,2,45
stair step,16,23,1.4375,100,6.25,4.3478260869565215,hall/stairwell,3,17,0,1,30,11,0,7,8,1,459
stair wall,7,8,1.1428571428571428,15,2.142857142857143,1.875,hall/stairwell,0,2,0,0,30,0,0,3,0,0,130
staircase,4,4,1.0,4,1.0,1.0,hall/stairwell,0,0,0,3,9,6,0,0,0,0,80
staircase handrail,31,39,1.2580645161290323,61,1.967741935483871,1.564102564102564,hall/stairwell,1,4,2,3,94,27,1,8,5,2,683
staircase trim,6,8,1.3333333333333333,19,3.1666666666666665,2.375,hall/stairwell,0,0,2,0,23,7,0,2,0,0,167
staircase wall,1,1,1.0,1,1.0,1.0,hall/stairwell,0,0,0,0,2,0,1,0,1,0,45
stairs,143,231,1.6153846153846154,731,5.111888111888112,3.1645021645021645,hall/stairwell,14,25,8,26,341,55,7,57,17,11,4025
stairs railing,54,81,1.5,106,1.962962962962963,1.308641975308642,hall/stairwell,13,6,4,4,170,22,1,18,3,7,1139
stairs skirt,1,1,1.0,1,1.0,1.0,hall/stairwell,0,0,0,0,3,0,0,0,0,0,11
stairs trim,1,1,1.0,3,3.0,3.0,hall/stairwell,0,0,0,0,5,0,0,0,0,0,5
stairs wall,2,2,1.0,2,1.0,1.0,hall/stairwell,0,0,0,0,8,1,0,0,0,2,16
stairwell,1,1,1.0,1,1.0,1.0,hall/stairwell,0,0,0,0,1,0,0,0,0,0,6
stand,41,74,1.8048780487804879,99,2.4146341463414633,1.337837837837838,,44,52,0,0,8,15,1,27,31,1,1832
stand/small table,3,4,1.3333333333333333,4,1.3333333333333333,1.0,,0,2,1,0,0,0,0,4,2,0,112
stapler,3,3,1.0,3,1.0,1.0,,12,2,0,0,0,0,0,1,10,0,110
star,1,3,3.0,6,6.0,2.0,,3,0,0,0,0,4,0,0,0,0,136
stationery,9,10,1.1111111111111112,23,2.5555555555555554,2.3,,0,7,0,0,0,10,1,4,16,0,304
statue,31,40,1.2903225806451613,62,2.0,1.55,,0,26,0,0,6,23,1,32,28,0,1071
statue/art,4,5,1.25,8,2.0,1.6,,6,5,1,0,4,0,0,2,2,0,117
steel plate,1,1,1.0,1,1.0,1.0,,0,0,0,0,0,0,0,0,0,0,24
step,39,55,1.4102564102564104,77,1.9743589743589745,1.4,,84,11,2,0,13,26,1,23,3,1,1133
step stool,5,7,1.4,7,1.4,1.0,,25,1,2,1,0,8,4,1,2,0,145
stereo,2,2,1.0,2,1.0,1.0,,0,1,0,0,0,0,0,5,0,0,60
stereo set,1,2,2.0,2,2.0,1.0,,0,6,1,0,0,0,0,0,1,0,43
stick,12,12,1.0,15,1.25,1.25,,0,5,0,7,3,3,4,3,3,2,427
sticker book,1,1,1.0,2,2.0,2.0,,0,0,0,0,0,0,0,0,0,0,29
sticky notes,1,1,1.0,1,1.0,1.0,,0,0,0,0,0,0,0,0,3,0,18
stole,1,1,1.0,1,1.0,1.0,,6,0,0,0,0,0,0,0,0,0,15
stone,3,3,1.0,5,1.6666666666666667,1.6666666666666667,,0,0,0,0,0,0,0,1,0,0,71
stone bench,1,1,1.0,1,1.0,1.0,,0,0,0,0,0,4,1,0,0,0,35
stone support structure,2,4,2.0,17,8.5,4.25,,0,0,0,0,1,1,0,2,2,0,93
stones,1,1,1.0,1,1.0,1.0,,0,0,0,0,0,0,0,0,0,0,5
stonework,3,3,1.0,4,1.3333333333333333,1.3333333333333333,,0,7,0,0,0,0,0,2,0,0,92
stool,99,165,1.6666666666666667,320,3.2323232323232323,1.9393939393939394,,89,89,30,4,13,325,7,85,56,13,4376
stools,1,1,1.0,1,1.0,1.0,,0,0,0,0,0,0,0,1,2,0,37
storage,3,4,1.3333333333333333,10,3.3333333333333335,2.5,,0,2,0,0,0,0,0,1,0,0,73
storage bin,12,19,1.5833333333333333,68,5.666666666666667,3.5789473684210527,,1,17,0,0,8,18,4,7,2,2,459
storage box,30,60,2.0,293,9.766666666666667,4.883333333333334,,33,53,2,11,22,22,7,15,38,8,1663
storage cabinet,14,22,1.5714285714285714,33,2.357142857142857,1.5,,2,17,0,0,0,0,1,1,8,2,441
storage shelving,12,12,1.0,17,1.4166666666666667,1.4166666666666667,,1,2,0,1,1,2,3,1,3,9,261
storage space,2,2,1.0,3,1.5,1.5,,0,0,0,0,0,8,0,0,0,0,52
storage unit,1,2,2.0,2,2.0,1.0,,7,2,0,0,0,0,0,0,0,0,37
stove,75,85,1.1333333333333333,88,1.1733333333333333,1.035294117647059,kitchen,0,7,11,0,1,450,10,17,9,0,2183
stovetop,19,24,1.263157894736842,24,1.263157894736842,1.0,kitchen,0,2,8,0,3,147,4,16,3,0,709
strings,2,2,1.0,65,32.5,32.5,,0,0,0,0,0,0,0,1,2,0,109
stroke,1,1,1.0,1,1.0,1.0,,0,0,0,0,0,0,0,0,0,0,20
strongbox,1,1,1.0,1,1.0,1.0,,0,0,0,0,1,0,0,0,0,0,28
stuffed animal,25,35,1.4,81,3.24,2.3142857142857145,,4,37,1,0,3,8,0,23,18,3,994
subwoofer,1,1,1.0,1,1.0,1.0,,0,0,0,0,0,7,0,2,0,0,53
sunbed,2,5,2.5,37,18.5,7.4,,3,0,0,0,2,0,0,3,0,0,60
support,4,4,1.0,4,1.0,1.0,,0,0,2,3,5,9,0,2,0,0,147
support beam,24,55,2.2916666666666665,265,11.041666666666666,4.818181818181818,,22,33,6,4,25,40,4,26,4,4,1197
surface,4,10,2.5,19,4.75,1.9,,26,0,0,0,3,0,0,0,0,0,186
surfboard,3,3,1.0,4,1.3333333333333333,1.3333333333333333,,0,1,0,3,2,0,0,0,0,0,89
swing,3,3,1.0,3,1.0,1.0,,0,2,0,0,2,0,0,2,3,0,59
switch,18,26,1.4444444444444444,34,1.8888888888888888,1.3076923076923077,,29,15,0,2,3,21,4,9,4,0,763
swivel chair,1,1,1.0,1,1.0,1.0,,0,0,0,0,0,0,0,0,1,0,24
t-shirt,1,1,1.0,1,1.0,1.0,,0,0,0,0,0,0,0,0,1,0,87
table,205,731,3.5658536585365854,1304,6.360975609756098,1.783857729138167,,122,250,41,29,106,663,30,442,177,45,17344
table cloth,21,26,1.2380952380952381,33,1.5714285714285714,1.2692307692307692,,0,14,5,0,3,36,0,19,6,0,804
table lamp,52,130,2.5,199,3.826923076923077,1.5307692307692307,,43,159,14,0,20,50,1,87,45,2,3248
table pad,2,2,1.0,8,4.0,4.0,,0,0,2,0,0,10,0,1,0,0,47
table stand,3,3,1.0,6,2.0,2.0,,0,0,0,0,0,0,0,3,0,0,87
table tennis table,1,1,1.0,1,1.0,1.0,,0,0,0,0,0,6,0,2,0,0,33
tablet,9,9,1.0,9,1.0,1.0,,0,10,0,0,1,15,1,2,14,1,278
tambourine,1,1,1.0,1,1.0,1.0,,0,0,0,0,0,0,0,0,1,0,87
tank,5,7,1.4,18,3.6,2.5714285714285716,,3,0,0,4,0,4,3,0,1,0,247
tap,125,412,3.296,627,5.016,1.5218446601941749,,1369,42,22,0,20,630,40,53,22,2,8722
tapestry,1,1,1.0,1,1.0,1.0,,0,0,0,0,0,0,0,0,1,0,23
tea set,1,1,1.0,1,1.0,1.0,,0,0,0,0,0,0,0,0,0,0,31
teapot,20,22,1.1,33,1.65,1.5,,6,3,3,0,0,69,0,12,7,1,616
telephone,79,125,1.5822784810126582,148,1.8734177215189873,1.184,,28,88,4,4,11,174,8,55,91,5,3315
telescope,3,3,1.0,3,1.0,1.0,,0,1,0,0,0,0,0,4,0,0,72
tennis racket,1,1,1.0,1,1.0,1.0,,0,1,0,0,0,0,0,1,3,0,14
tent,1,1,1.0,1,1.0,1.0,,0,0,0,0,0,0,0,0,1,0,33
terrace,1,1,1.0,1,1.0,1.0,,0,0,0,0,0,0,0,1,0,0,25
thermometer,2,2,1.0,2,1.0,1.0,,0,0,0,0,0,2,0,1,1,2,65
thermostat,13,24,1.8461538461538463,24,1.8461538461538463,1.0,,12,13,0,0,2,22,0,8,0,1,413
three,1,1,1.0,1,1.0,1.0,,0,0,0,0,3,0,0,1,2,2,32
throw blanket,19,34,1.7894736842105263,46,2.4210526315789473,1.3529411764705883,,12,33,5,1,2,18,0,36,17,3,966
tile,4,4,1.0,8,2.0,2.0,,17,0,0,0,1,0,0,0,0,0,61
tiles,3,4,1.3333333333333333,16,5.333333333333333,4.0,,21,0,0,0,0,2,0,0,0,0,68
tire,2,2,1.0,9,4.5,4.5,,0,0,0,3,1,0,0,0,0,0,77
tissue,5,8,1.6,10,2.0,1.25,,23,2,0,0,0,1,0,0,2,0,172
tissue box,53,104,1.9622641509433962,106,2.0,1.0192307692307692,,294,62,2,0,8,37,2,24,29,2,2367
title,1,1,1.0,1,1.0,1.0,,0,0,0,0,0,0,0,0,0,0,17
toaster,49,51,1.0408163265306123,54,1.1020408163265305,1.0588235294117647,,0,4,15,0,5,302,9,13,8,1,1456
toaster oven,1,1,1.0,1,1.0,1.0,,0,0,0,0,0,8,0,0,0,0,18
toilet,202,548,2.712871287128713,561,2.777227722772277,1.0237226277372262,bathroom,2780,34,0,0,7,14,16,4,11,0,8128
toilet brush,88,146,1.6590909090909092,148,1.6818181818181819,1.0136986301369864,bathroom,880,13,0,0,3,3,7,0,3,0,2307
toilet brush holder,21,26,1.2380952380952381,27,1.2857142857142858,1.0384615384615385,bathroom,168,0,0,0,0,0,1,0,0,0,338
toilet cleaner,4,4,1.0,10,2.5,2.5,bathroom,19,0,0,0,0,0,1,0,0,0,57
toilet paper,156,328,2.1025641025641026,425,2.7243589743589745,1.295731707317073,bathroom,1771,21,0,1,4,6,16,2,2,0,5147
toilet paper dispenser,62,100,1.6129032258064515,114,1.8387096774193548,1.14,bathroom,646,5,0,0,0,4,2,0,0,0,1591
toilet seat,2,2,1.0,2,1.0,1.0,bathroom,12,1,0,0,0,0,0,0,0,0,37
toiletry,4,4,1.0,9,2.25,2.25,,18,0,0,0,0,0,0,0,0,0,50
toiletry bag,2,2,1.0,2,1.0,1.0,,14,0,0,0,0,0,0,0,0,0,49
tool,20,25,1.25,100,5.0,4.0,,2,0,2,26,10,11,6,1,2,1,800
tool box,20,25,1.25,67,3.35,2.68,,2,5,0,25,14,5,7,4,7,1,921
tool rack,2,2,1.0,3,1.5,1.5,,0,0,0,2,0,1,2,0,0,0,115
toothbrush,5,6,1.2,15,3.0,2.5,bathroom,65,2,0,0,0,0,0,0,0,0,146
toothpaste,1,1,1.0,2,2.0,2.0,bathroom,9,0,0,0,0,0,0,0,0,0,26
torch,1,1,1.0,1,1.0,1.0,,0,0,0,0,0,0,0,0,0,0,23
towel,166,466,2.8072289156626504,1089,6.5602409638554215,2.336909871244635,,1822,87,13,10,23,276,27,43,21,9,8868
towel bar,97,184,1.8969072164948453,255,2.6288659793814433,1.3858695652173914,,1022,12,0,0,3,15,8,1,8,0,3285
towel ring,11,16,1.4545454545454546,18,1.6363636363636365,1.125,,79,0,0,0,0,0,3,0,0,0,270
toy,86,157,1.8255813953488371,665,7.732558139534884,4.235668789808917,,23,161,5,6,19,32,6,44,105,24,3979
traffic cone,1,1,1.0,1,1.0,1.0,,0,0,0,0,0,0,0,0,0,0,8
training mat,1,1,1.0,1,1.0,1.0,,0,1,0,0,0,1,0,0,0,1,33
trampoline,1,1,1.0,1,1.0,1.0,,0,0,0,0,0,0,0,0,0,0,27
trash bag,6,8,1.3333333333333333,11,1.8333333333333333,1.375,,0,3,0,8,0,0,3,0,1,0,273
trash can,41,67,1.6341463414634145,70,1.7073170731707317,1.044776119402985,,362,0,0,0,2,0,0,0,0,0,1004
trashcan,106,265,2.5,315,2.9716981132075473,1.1886792452830188,,566,87,9,31,32,228,26,45,109,10,5940
tray,77,121,1.5714285714285714,151,1.9610389610389611,1.2479338842975207,,82,39,11,3,6,255,14,65,30,2,3288
treadmill,10,10,1.0,10,1.0,1.0,,0,2,0,2,4,11,1,9,10,11,350
tree,4,5,1.25,5,1.25,1.0,,0,1,0,3,1,0,0,1,2,1,99
tree branch,2,5,2.5,5,2.5,1.0,,4,0,0,3,4,9,0,0,0,2,97
trimmer,1,1,1.0,1,1.0,1.0,,0,0,0,3,0,0,0,0,0,0,8
trinket,3,3,1.0,5,1.6666666666666667,1.6666666666666667,,0,3,0,0,0,0,0,0,11,1,98
tripod,1,1,1.0,1,1.0,1.0,,0,0,0,0,0,0,0,3,1,0,55
trolley,3,4,1.3333333333333333,4,1.3333333333333333,1.0,,1,0,0,0,2,0,0,0,0,0,128
trombone,1,1,1.0,2,2.0,2.0,,0,0,0,0,0,0,0,0,1,0,87
trophy,6,7,1.1666666666666667,26,4.333333333333333,3.7142857142857144,,7,3,0,0,0,4,0,3,7,3,204
trough,1,1,1.0,1,1.0,1.0,,0,0,0,0,0,0,0,0,0,0,23
trumpet,1,1,1.0,2,2.0,2.0,,0,0,0,0,0,0,0,0,1,0,87
tv,171,384,2.245614035087719,394,2.304093567251462,1.0260416666666667,,52,337,37,2,29,291,6,324,120,30,9447
tv remote,9,12,1.3333333333333333,17,1.8888888888888888,1.4166666666666667,,0,9,0,0,0,1,0,11,0,2,290
tv stand,54,60,1.1111111111111112,60,1.1111111111111112,1.0,,6,20,15,0,11,43,1,75,24,6,1686
typewriter,4,4,1.0,4,1.0,1.0,,0,0,0,0,0,1,0,1,7,0,140
ukulele,2,2,1.0,7,3.5,3.5,,0,2,0,0,0,0,0,0,1,0,114
umbrella,22,22,1.0,38,1.7272727272727273,1.7272727272727273,,0,8,0,4,8,12,1,5,3,1,531
umbrella stand,1,1,1.0,1,1.0,1.0,,0,0,0,0,1,0,0,0,0,0,9
unknown,184,1326,7.206521739130435,5970,32.44565217391305,4.502262443438914,,1314,781,39,42,142,842,99,378,379,55,28135
unknown/remove,4,4,1.0,4,1.0,1.0,,8,1,0,0,0,0,0,0,0,0,41
urinal,5,6,1.2,7,1.4,1.1666666666666667,,27,0,0,0,2,0,0,1,2,0,109
utensil,12,13,1.0833333333333333,21,1.75,1.6153846153846154,,2,1,0,2,1,32,4,2,8,0,379
vacuum cleaner,50,61,1.22,71,1.42,1.1639344262295082,,10,13,0,25,22,49,28,5,8,10,1701
vanity,2,2,1.0,2,1.0,1.0,,0,1,0,0,0,0,0,0,0,1,53
vase,121,240,1.9834710743801653,430,3.553719008264463,1.7916666666666667,,138,97,24,0,26,219,6,154,57,8,5836
vegetables,1,1,1.0,1,1.0,1.0,,0,0,0,0,0,0,0,0,0,0,25
vent,58,195,3.3620689655172415,251,4.327586206896552,1.2871794871794873,,324,103,6,3,27,89,7,32,38,3,3472
ventilation,64,250,3.90625,338,5.28125,1.352,,519,120,2,0,12,120,13,54,56,10,5138
ventilation hood,35,71,2.0285714285714285,96,2.742857142857143,1.352112676056338,,64,39,3,0,5,132,6,26,10,1,1668
vessel,16,21,1.3125,33,2.0625,1.5714285714285714,,14,9,2,0,3,41,2,12,5,0,591
vessel sink,1,2,2.0,3,3.0,1.5,,16,0,0,0,0,0,0,0,0,0,33
vinyl records,1,1,1.0,1,1.0,1.0,,0,0,0,0,0,0,0,1,1,0,36
violin,2,2,1.0,9,4.5,4.5,,0,1,0,0,0,0,0,0,1,0,116
violin case,1,1,1.0,1,1.0,1.0,,0,2,0,0,0,0,0,0,3,0,30
waffle iron,1,1,1.0,1,1.0,1.0,,0,0,0,0,0,0,0,0,0,0,25
wall,216,3083,14.273148148148149,25036,115.9074074074074,8.120661693156016,,3287,1574,119,71,419,1401,150,648,632,92,53110
wall /outside,2,2,1.0,14,7.0,7.0,,0,0,0,0,1,0,0,0,0,0,29
wall beam,3,3,1.0,4,1.3333333333333333,1.3333333333333333,,0,0,0,0,0,5,0,0,0,1,63
wall board,13,17,1.3076923076923077,75,5.769230769230769,4.411764705882353,,2,12,0,2,6,17,3,5,14,0,431
wall cabinet,22,40,1.8181818181818181,60,2.727272727272727,1.5,,90,17,2,0,3,37,3,6,14,6,877
wall clock,54,84,1.5555555555555556,86,1.5925925925925926,1.0238095238095237,,44,39,27,0,14,169,5,51,36,5,2213
wall control,7,12,1.7142857142857142,14,2.0,1.1666666666666667,,1,3,0,0,1,4,1,4,4,2,310
wall cubby,3,3,1.0,4,1.3333333333333333,1.3333333333333333,,6,0,0,0,1,0,0,0,2,0,54
wall detail,3,3,1.0,5,1.6666666666666667,1.6666666666666667,,0,3,0,0,0,0,0,1,0,0,54
wall electronics,34,85,2.5,128,3.764705882352941,1.5058823529411764,,37,59,3,2,20,56,7,31,31,5,1821
wall hanger,4,8,2.0,19,4.75,2.375,,17,2,0,0,0,2,0,3,0,0,161
wall hanging decoration,52,171,3.2884615384615383,442,8.5,2.584795321637427,,106,134,15,0,44,99,8,67,51,7,3705
wall indent,3,5,1.6666666666666667,6,2.0,1.2,,15,0,0,0,1,0,0,0,0,0,91
wall lamp,93,291,3.129032258064516,491,5.279569892473118,1.6872852233676976,,704,104,12,4,62,98,16,54,49,9,5589
wall outside,1,1,1.0,1,1.0,1.0,,0,0,0,0,0,0,0,0,3,0,47
wall panel,29,64,2.206896551724138,116,4.0,1.8125,,53,19,4,0,20,35,2,19,30,6,1140
wall panel frame,1,1,1.0,1,1.0,1.0,,0,0,0,0,0,0,0,0,3,0,30
wall post,3,3,1.0,3,1.0,1.0,,0,0,2,0,0,6,1,2,1,0,64
wall shelf,3,4,1.3333333333333333,7,2.3333333333333335,1.75,,7,1,0,0,1,2,0,3,2,1,113
wall sign,6,16,2.6666666666666665,35,5.833333333333333,2.1875,,6,4,2,0,13,1,1,4,5,0,335
wall soap shelf,5,7,1.4,10,2.0,1.4285714285714286,,37,0,2,0,0,8,1,1,0,0,145
wall statue,1,2,2.0,4,4.0,2.0,,0,6,0,0,0,0,0,0,0,0,45
wall toilet paper,17,23,1.3529411764705883,24,1.411764705882353,1.0434782608695652,bathroom,141,0,0,0,0,0,0,0,0,0,328
wall top,5,9,1.8,10,2.0,1.1111111111111112,,21,2,0,0,1,0,0,4,0,0,150
wall tv,16,27,1.6875,28,1.75,1.037037037037037,,0,27,8,0,1,24,0,27,12,3,641
wardrobe,121,329,2.71900826446281,447,3.6942148760330578,1.358662613981763,bedroom,113,696,2,1,18,44,14,34,140,9,5833
wash cabinet,26,63,2.423076923076923,73,2.8076923076923075,1.1587301587301588,,344,18,0,0,1,0,9,1,5,0,1273
washbasin,42,121,2.880952380952381,146,3.4761904761904763,1.2066115702479339,,551,24,0,0,3,9,20,1,15,0,2312
washbasin counter,11,15,1.3636363636363635,15,1.3636363636363635,1.0,,93,0,0,0,0,0,2,0,0,0,317
washcloth,6,6,1.0,7,1.1666666666666667,1.1666666666666667,,5,0,2,0,0,32,4,1,0,0,158
washer-dryer,16,16,1.0,25,1.5625,1.5625,laundry room,1,2,0,0,0,6,24,0,0,0,274
washing machine,94,98,1.0425531914893618,140,1.4893617021276595,1.4285714285714286,laundry room,57,12,0,13,8,105,117,4,9,1,2066
washing machine and dryer,6,6,1.0,10,1.6666666666666667,1.6666666666666667,laundry room,1,1,0,3,2,1,11,0,0,0,186
washing powder,7,7,1.0,17,2.4285714285714284,2.4285714285714284,laundry room,2,1,0,0,0,0,16,0,0,0,131
washing stuff,17,23,1.3529411764705883,56,3.2941176470588234,2.4347826086956523,laundry room,35,2,4,2,0,38,36,0,2,0,473
watch,7,7,1.0,10,1.4285714285714286,1.4285714285714286,,1,15,2,0,0,6,0,3,2,0,181
water basin,1,2,2.0,2,2.0,1.0,,0,2,0,0,0,0,1,0,0,0,45
