Scene,Region,# of Tags,Relevant Tags in Region (Excluding : window;ceiling;floor;door;unknown;wall;window frame)
00155-iLDo95ZbDJq,6,13,wall clock;door frame;picture;photo;decoration;rack;lamp;thermostat;vent
00155-iLDo95ZbDJq,7,12,lamp;toilet;toilet paper;dustbin;soap dish;decoration;sink;towel;mirror
00155-iLDo95ZbDJq,8,15,basket;door frame;container;washing machine;decoration;counter;coat hanger;bench;lamp
00155-iLDo95ZbDJq,9,14,flower vase;decoration;book;basket;rack;flatware;table;chair;lamp
00155-iLDo95ZbDJq,10,8,door frame;table;mirror;lamp
00155-iLDo95ZbDJq,11,18,door frame;picture;dresser;decoration;plant;lamp;pillow;bed;carpet;nightstand;box;vent
00155-iLDo95ZbDJq,12,20,bathroom cabinet;bathroom counter;towel;toilet paper;rug;toilet;towel bar;bathroom shelf;shower;shower handle;shower curtain;vent;bathtub;mirror
00155-iLDo95ZbDJq,13,17,rug;picture;decoration;dresser;door frame;pillow;bed;nightstand;calendar;lamp;vent
00164-XfUxBGTFQQb,0,38,beam;window shutter;wall clock;picture;door frame;lamp;basket of something;cabinet;book;sofa chair;pillow;stuffed animal;couch;table;decoration;display cabinet;ventilation;tv;rack;speaker;tissue box;appliance;fireplace;fireplace wall;parapet;shelf;toy;rug;bucket;fireplace tool set;basket;box
00164-XfUxBGTFQQb,1,37,ceiling lamp;beam;trashcan;refrigerator;door frame;window shutter;oven and stove;kitchen lower cabinet;sink;tap;microwave;kitchen cabinet;appliance;coffee machine;kitchen appliance;decoration;towel;picture;cabinet;display cabinet;fire extinguisher;ceiling window;kitchen handle;hanger;basket of something;box;board;pitcher;bottle;dining table;dining chair;mat;kitchen extractor
00164-XfUxBGTFQQb,2,9,door frame;wall lamp;decoration;hanger;appliance;wardrobe
00164-XfUxBGTFQQb,3,28,wall lamp;mirror;bathroom cabinet;sink;towel;tap;toilet paper;trash can;toilet;shelf;basket of something;picture;decoration;towel bar;window shutters;bathroom accessory;mat;curtain;bathtub;bath wall;curtain rod;stair;stairs railing
00164-XfUxBGTFQQb,4,26,ceiling lamp;fan;picture;drawer;bed;rack;table;lamp;parapet;rug;decoration;fire extinguisher;book;speaker;window shutters;wardrobe;door frame;mirror;blanket;hanger;pillow;appliance
00164-XfUxBGTFQQb,5,21,fan;decoration;door frame;table;tv;appliance;bed;pillow;picture;rug;pouffe;cabinet;shelf;towel;window shutter;mirror
00164-XfUxBGTFQQb,6,19,toilet;toilet paper;vent;bathroom cabinet;sink;mirror;curtain;curtain rod;shower wall;wall panel;shower knob;shower cabin;mat;hanger;decoration;shampoo
00164-XfUxBGTFQQb,7,12,pipe;door frame;stairs;roof;podium;mat;hose;plant
00166-RaYrxWt5pR1,0,5,ceiling lamp
00166-RaYrxWt5pR1,1,30,refrigerator;stove;kettle;kitchen utensil;can;ceiling lamp;coffee machine;cabinet;microwave;kitchen top;plate;flower;towel;cup;kitchen island;sink;tap;chair;lamp;shelf;picture;figure;fire alarm;painting;table;table cloth
00166-RaYrxWt5pR1,2,12,cabinet;shelf;box;washing machine;clothes dryer;picture;lamp;fire sprinkler
00166-RaYrxWt5pR1,3,20,lamp;fire sprinkler;shelf;bathtub;shower curtain;towel;picture;mirror;flower;soap dispenser;tissue box;sink;cabinet;toilet;tap;rug
00166-RaYrxWt5pR1,4,17,wardrobe;lamp;bed table;picture;pillow;dresser;flower;fire alarm;fire sprinkler;chair;blanket
00166-RaYrxWt5pR1,5,22,tv;shelf;candle;fireplace;flower;picture;lamp;table;couch;armchair;pillow;coffee table;book;box of tissues;blanket;door frame;fire sprinkler
00166-RaYrxWt5pR1,6,15,mirror;flower;dresser;armchair;pillow;desk;picture;lamp;cabinet;bed
00166-RaYrxWt5pR1,7,19,door frame;lamp;picture;toilet;towel;towel bar;shower cabin;cabinet;mirror;sink;soap dispenser;flower;tissue box;tap;rug
00168-bHKTDQFJxTw,1,15,ceiling lamp;door frame;machine;toilet;toilet paper dispenser;trashcan;ceiling vent;attic door;mirror;sensor
00168-bHKTDQFJxTw,2,26,ceiling light;sensor;fire alarm;attic door;ceiling vent;speaker;ceiling lamp;mirror;door frame;wall sign;support beam;soap dispenser;sink cabinet;sink;cabinet;picture;tap;soap;camera;staircase handrail;stairs
00168-bHKTDQFJxTw,3,7,door frame;ceiling lamp
00168-bHKTDQFJxTw,4,17,light;speaker;sensor;fire alarm;picture;urinal;ceiling lamp;ceiling vent;machine;toilet;toilet paper dispenser;door frame
00168-bHKTDQFJxTw,5,11,fire alarm;ceiling lamp;stairs;staircase handrail;wall sign;door frame;stairs railing
00168-bHKTDQFJxTw,6,18,shelf;door frame;stone support structure;chair;camera;ceiling lamp;ceiling vent;wall sign;wall electronics;telephone;book
00168-bHKTDQFJxTw,7,19,stairs;stairs railing;floor mat;trashcan;door frame;picture;safe;ventilation;wall sign;camera;shelf;paper;wall electronics;ceiling lamp
00168-bHKTDQFJxTw,8,33,door frame;picture;arcade game;box;bar chair;stone support structure;bar cabinet;table;ventilation;wall lamp;ceiling lamp;fire alarm;speaker;couch;chair;mirror frame;mirror;wall sign;fire extinguisher;ceiling vent;computer;electrical controller;plate;bottle;paper towel;glass;glasses;pad
00168-bHKTDQFJxTw,9,38,stone support structure;door frame;speaker;lamp;ceiling vent;ceiling lamp;shelf;couch;table;chair;frame;box;stair step;wall sign;electric box;camera;ventilation hood;mirror;led tv;arcade game;bar cabinet;refrigerator;bottles;cabinet;basket;hose;fire extinguisher;paper towel;coffee machine;computer;bottle;plate;chandelier
00172-bB6nKqfsb1z,0,12,fan;door frame;lamp;desk;screen;ceiling lamp
00172-bB6nKqfsb1z,1,7,door frame;cabinet
00172-bB6nKqfsb1z,2,8,door frame;bathroom cabinet;sink;mirror
00172-bB6nKqfsb1z,3,12,toilet;toilet paper;bathtub;bath wall;shower hose/head;shelf;tap;shower-bath cabinet
00172-bB6nKqfsb1z,4,9,door frame;ceiling lamp;alarm;blinds
00172-bB6nKqfsb1z,5,6,door frame;ceiling lamp
00172-bB6nKqfsb1z,6,12,couch;table;parapet;ceiling lamp;door frame;rack;balustrade
00172-bB6nKqfsb1z,7,13,parapet;door frame;appliance;bed;pillow;table;fireplace;blinds
00172-bB6nKqfsb1z,8,18,towel;door frame;shower wall;shower cabin;mirror;bathroom counter;bathroom cabinet;sink;step;bathtub platform;bathtub;tap;blinds
00172-bB6nKqfsb1z,9,13,ceiling lamp;ceiling duct;chair;stool;table;clothes;blanket;plush toy;clothes rack
00172-bB6nKqfsb1z,10,8,toilet;toilet paper;toilet brush;picture
00172-bB6nKqfsb1z,11,25,curtain;bed;tv;cabinet;rack;desk;desk chair;stuffed animal;decoration;door frame;blinds;curtain rod;pillow;appliance;mat;toy;book;box;ceiling lamp
00172-bB6nKqfsb1z,12,19,wall clock;ceiling lamp;towel;toilet;bathroom cabinet;sink;mirror;toilet paper;bathtub;bath wall;shelf;shower knob;shower hose/head;shower rod
00172-bB6nKqfsb1z,13,11,parapet;ceiling lamp;chandelier;stairs;door frame
00172-bB6nKqfsb1z,14,5,curtain;pillar
00172-bB6nKqfsb1z,15,9,chandelier;curtain;display cabinet;dining table;dining chair;door frame
00172-bB6nKqfsb1z,16,6,door frame;cabinet;ceiling lamp
00172-bB6nKqfsb1z,17,29,couch;table;rug;door frame;kitchen counter;kitchen lower cabinet;kitchen cabinet;microwave;refrigerator;oven;kitchen extractor;stove;sink;tap;dishwasher;chair;tv;rack;speaker;fireplace;platform;appliance;ceiling lamp
00172-bB6nKqfsb1z,18,13,ceiling lamp;rack;microwave;box;jar;can;bottle;bag;kettle
00172-bB6nKqfsb1z,19,7,ceiling lamp;alarm;door frame;appliance
00172-bB6nKqfsb1z,20,9,door frame;blinds;alarm;ceiling lamp
00172-bB6nKqfsb1z,21,17,bathtub;shower cabin;shower knob;shower wall;shelf;door frame;mirror;wall lamp;bathroom cabinet;sink;tap
00172-bB6nKqfsb1z,22,6,toilet;toilet paper
00172-bB6nKqfsb1z,23,7,appliance;door frame;ceiling lamp
00172-bB6nKqfsb1z,24,10,toilet;toilet paper;trash can;sink;mirror;wall lamp
00172-bB6nKqfsb1z,25,9,ceiling lamp;cabinet;sink;tap;appliance
00173-qZ4B7U6XE5Y,0,24,picture;wall hanging decoration;curtain;mirror;door frame;shelving;clothes;laundry basket;tv;alarm;pillow;bed;nightstand;tissue box;lamp;trashcan;alarm clock;fan;carpet
00173-qZ4B7U6XE5Y,1,16,mirror;wall hanging decoration;chest of drawers;jug;cabinet;decoration;picture;desk;door frame;lamp;carpet
00173-qZ4B7U6XE5Y,2,17,wall hanging decoration;mirror;towel bar;toilet paper dispenser;sink;picture;tissue box;shelf;toilet paper;cosmetic;toilet;trashcan;carpet;toilet brush
00173-qZ4B7U6XE5Y,3,7,picture;lamp;alarm
00173-qZ4B7U6XE5Y,4,28,door frame;alarm;saw;tool;frame;picture;chest of drawers;storage cabinet;candle;box with books;plant;lamp;armchair;box;cabinet;plate;chair;desk;door stopper;carpet;decoration;bucket;birdhouse
00173-qZ4B7U6XE5Y,5,13,picture;sink;door frame;toilet;tissue box;bathtub;shower curtain;towel;carpet
00173-qZ4B7U6XE5Y,6,27,curtain;picture;door frame;alarm;mirror;closet door;bed;pillow;toy;nightstand;decoration;lamp;desk;stool;trashcan;holy cross;chair;chest of drawers;jar;plate;candle;box;carpet
00173-qZ4B7U6XE5Y,7,33,curtain;curtain rod;mirror;door frame;picture;holy cross;clock;wall top;stack of papers;bucket;decoration;coffee table;plant;armchair;side table;candle;lamp;pet bed;vase;couch;box with toys;chest of drawers;box;cabinet;tv;hanger;hanging clothes;carpet
00173-qZ4B7U6XE5Y,8,34,picture;wall hanging decoration;door frame;kitchen cabinet;microwave;oven and stove;cloth;fridge;kitchen decoration;kitchen utensil;dishwasher;kitchen counter;sink;soap;faucet;soap dispenser;brush;jar;kitchen appliance;clock;box;paper towel;plant;fan;chair;table;scale;candle;carpet
00173-qZ4B7U6XE5Y,9,10,lamp;picture;closet;door frame;alarm;carpet
00173-qZ4B7U6XE5Y,11,21,shelving;box;bucket;bottle;clothes;bag;cabinet;door frame;fridge;clutter;wall hanging decoration;wood;fan;pet bed;carpet
00173-qZ4B7U6XE5Y,12,33,shelving;electrical box;vanity;mirror;electrical controller;exercise machine;bucket;vacuum cleaner;box;bag;trashcan;ladder;frame;tv;rope;vent;machine;pipe;bicycle;broom;mop;can;ball;clutter;stack of papers;curtain
00173-qZ4B7U6XE5Y,13,22,picture;hanger;curtain;mirror;bathroom cabinet;sink;faucet;candle;soap dispenser;toilet paper;door frame;wall hanging decoration;toilet;trashcan;carpet;towel;shelving;tissue box
00173-qZ4B7U6XE5Y,14,38,wall hanging decoration;side table;picture;couch;pet bed;coffee table;table;chair;trashcan;ironing board;pipe;socket;bucket;air conditioner;sink;laundry machine;cabinet;fridge;kitchen cabinet;box;book;bag;clock;kitchen utensil;jar;faucet;oven and stove;cloth;clutter;cage;lamp;pet bowl;scale;vent
00173-qZ4B7U6XE5Y,15,18,railing;stairs;lamp;wall hanging decoration;door frame;bag;basin;box;box with shoes;bottle;wood;beam;pipe
00177-VSxVP19Cdyw,0,11,ceiling fan;lamp;ventilation;mirror;door frame
00177-VSxVP19Cdyw,1,20,wall lamp;toilet;wall indent;window glass;picture;shower wall;bath tub;washbasin;faucet;wash cabinet;ventilation;shower knob;mirror;cabinet door;drawer;door frame
00177-VSxVP19Cdyw,2,28,ventilation;shower wall;wall indent;window glass;bath tub;toilet;decoration;mirror;bathroom cabinet;washbasin;faucet;decorative plant;wash cabinet;wall lamp;towel;support beam;bath faucet;shower knob;cabinet door;drawer;holder;door frame
00177-VSxVP19Cdyw,3,18,mirror;door frame;decoration;ventilation;washing machine;sink cabinet;sink;countertop;cabinet;lamp;smoke detector;faucet;pipe;cabinet door
00177-VSxVP19Cdyw,4,22,carpet;ceiling fan;painting;window glass;door frame;pillow;armchair;lamp;decoration;side table;blanket;smoke detector;clock;book;chair;desk;ventilation
00177-VSxVP19Cdyw,5,4,paper
00177-VSxVP19Cdyw,6,26,decoration;mirror;fireplace;chandelier;carpet;pillow;armchair;sofa;decorative plant;painting;window glass;lamp;chair;dinnerware;dinner table;mirror /otherroom;ventilation;paper;coffee table;side table;motion detector
00177-VSxVP19Cdyw,7,26,window glass;wall indent;shower wall;shower knob;shower;shower floor;decoration;decorative plant;towel;door frame;toilet;washbasin;faucet;wash cabinet;wall lamp;mirror;cabinet door;drawer;paper towel;paper towel holder;ventilation
00177-VSxVP19Cdyw,8,21,mirror;ceiling fan;window glass;ornament;lamp;bedside cabinet;door frame;bed;blanket;pillow;clock;decorative plant;chest of drawers;ventilation;drawer;smoke detector
00177-VSxVP19Cdyw,9,14,ceiling fan;window glass;mirror;door frame;paper;ceiling lamp;ventilation;smoke detector;ceiling door
00177-VSxVP19Cdyw,10,26,stool;lamp;door frame;kitchen cabinet;decoration;countertop item;stove;kitchen utensil;desk;faucet;sink;dishwasher;countertop;island;fridge;range hood;door cabinet;drawer;kitchen counter;ceiling lamp;ventilation;window /outside
00179-MVVzj944atG,1,21,ceiling lamp;door frame;painting;radiator;end table;alarm clock;bedside lamp;bed;cabinet;casket;picture;tv;curtain;parapet;pillow
00179-MVVzj944atG,2,17,attic door;ceiling lamp;painting;blinds;picture;decoration;decorative plant;door frame;bathroom towel;stairs railing;smoke detector;stairs
00179-MVVzj944atG,3,20,mirror;picture;toilet;trashcan;bathroom cabinet;sink;wall toilet paper;soap dispenser;radiator;bath towel;decorative plant;bathtub;bath faucet;smoke detector;rug
00179-MVVzj944atG,4,21,door frame;radiator;ceiling lamp;clothes hamper;picture;cabinet;clothes hanger;shelf with art;baby changing station;lamp;decorative plant;bag;bed;window curtain;hanging clothes
00179-MVVzj944atG,5,24,door frame;closet;stool;basket;toy;bean bag chair;wardrobe;luggage;radiator;ceiling lamp;ladder;bed;cabinet;box;desk;globe;picture;desk lamp
00179-MVVzj944atG,6,12,radiator;door frame;door window;support beam;ceiling lamp;table;decorative plant;picture
00179-MVVzj944atG,7,10,parapet;door frame;shoe;storage cabinet
00179-MVVzj944atG,8,21,door frame;window curtain;radiator;picture;armchair;floor lamp;shelf;decorative plant;cabinet;tv;coffee table;l-shaped sofa;appliance;pillow;parapet
00179-MVVzj944atG,9,42,support beam;painting;picture;bookshelf;decorative plant;globe;decorative plate;calendar;l-shaped sofa;side table;radiator;floor lamp;tv stand;tv;speaker;box;pillow;cabinet;dining chair;highchair;flower vase;dining table;sliding glass door;door frame;watch;parapet;range hood;kitchen shelf;countertop;paper towel;toaster;kettle;cutting board;sink;kitchen appliance;spice rack;kitchen cabinet;carpet
00188-dQrLTxHvLXU,1,13,lamp;nightstand;pillow;bed;shelf;window shade;door frame;closet
00188-dQrLTxHvLXU,2,21,shower ceiling;shower floor;rug;bathrobe;vent;lamp;shower;toilet;toilet paper;sink;soap;soap dish;soap dispenser;cosmetics;bathroom cabinet
00188-dQrLTxHvLXU,3,23,shower ceiling;floor mat;shower floor;mirror;sink;soap dish;soap dispenser;tray;bathroom cabinet;toilet;towel;shower;cosmetics;shelf;lamp;door frame;vent;toilet paper
00188-dQrLTxHvLXU,4,7,mirror;closet;lamp;door frame
00188-dQrLTxHvLXU,5,14,dustbin;vase;pillow;nightstand;bed;lamp;decoration;shelf
00188-dQrLTxHvLXU,6,4,lamp
00188-dQrLTxHvLXU,7,5,stairs;staircase handrail
00188-dQrLTxHvLXU,8,13,carpet;coffee table;cushion;armchair;blanket;sofa;plant
00188-dQrLTxHvLXU,9,10,lamp;rack;decoration;chair;table
00188-dQrLTxHvLXU,10,27,lamp;dishwasher;oven;sink;kitchen cabinet;toaster;tap;soap dispenser;bowl;cup;shelf;tissue box;kitchen counter;stove;kitchen island;stool;table;chair;plant;cutting board
00188-dQrLTxHvLXU,11,10,toilet;sink;cosmetics;shelf;vent;lamp
00188-dQrLTxHvLXU,12,12,carpet;table;armchair;coffee table;sunbed;dustbin;plant;cushion;sofa
00203-VoVGtfYrpuQ,0,18,mirror;door frame;picture;cushion;chair;rug;curtain;nightstand;pillow;bed;lamp;plant;book
00203-VoVGtfYrpuQ,1,10,basket;box;clothes;closet rod;shelf
00203-VoVGtfYrpuQ,2,14,shower cabin;toilet;mirror;sink;tap;sink cabinet;towel;bottle;plant
00203-VoVGtfYrpuQ,3,20,fire alarm;ceiling door;door frame;rug;painting;blinds;plant;tv;book;ornament;cabinet;pouffe;cushion;blanket;sofa
00203-VoVGtfYrpuQ,4,5,light fixture;toilet
00203-VoVGtfYrpuQ,5,19,light fixture;shower cabin;plant;bottle;towel;brush;bathtub;bath cabinet;painting;tap;mirror;sink;sink cabinet
00203-VoVGtfYrpuQ,6,20,light fixture;blinds;door frame;painting;lamp;plant;table;pouffe;keyboard;mouse;clock;desk;pillow;bed
00203-VoVGtfYrpuQ,7,8,light fixture;bag;clothes;closet rod;shelf
00203-VoVGtfYrpuQ,8,8,light fixture;door frame;clothes;closet rod;shelf
00203-VoVGtfYrpuQ,9,16,light fixture;blinds;painting;plant;book;box;ornament;lamp;nightstand;pillow;bed
00203-VoVGtfYrpuQ,10,16,light fixture;painting;door frame;lamp;blinds;plant;picture;book;nightstand;pillow;bed
00203-VoVGtfYrpuQ,11,8,light fixture;basket;clothes;closet rod;shelf
00203-VoVGtfYrpuQ,12,10,banister;thermostat;light fixture;blinds;painting;stairs
00203-VoVGtfYrpuQ,13,12,light fixture;door frame;mirror;toilet;sink;sink cabinet;tap;pot;plant
00203-VoVGtfYrpuQ,14,15,curtain;plant;table;door frame;mirror;painting;lamp;book;coffee table;cushion;armchair;sofa
00203-VoVGtfYrpuQ,15,16,painting;picture;door frame;hat;cushion;bench;bag;shoe;scarf;sensor;camera;coat rack
00203-VoVGtfYrpuQ,16,13,light fixture;door frame;sensor;tap;sink;towel;brush;basket;sink cabinet
00203-VoVGtfYrpuQ,17,41,lampshade;lamp;air conditioner;picture;plant;table;blinds;door frame;curtain rod;cushion;blanket;sofa;coffee table;ornament;painting;rug;curtain;statue;tv;book;cabinet;chair;stool;jar;bowl;sink;dishwasher;kitchen cabinet;kitchen counter;kitchen island;ventilation hood;thermostat;cooker;cutting board;bottle;tray
00203-VoVGtfYrpuQ,18,12,refrigerator;basket;plate;vase;cutting board;plant;jar;shelving
00205-NEVASPhcrxR,0,25,door frame;door knob;picture;sign;fire extinguisher;crate;cabinet;decorative plant;candle;brochure;towel;box;ceiling lower;washbasin;liquid soap;tap;decoration;bench;basket;air vent;ceiling lamp
00205-NEVASPhcrxR,1,43,door frame;sign;picture;chair;clock;hanger;crate;shelf;device;cup;papers;boxes;diploma;ceiling lower;air conditioner;air vent;shower cabin;shower hose;showerhead;shower floor;shower shelf;shower bench;tv;bed;medical lamp;cabinet;laptop;table lamp;fridge;grass;paper towels;washbasin;tap;soap;basket;box;cloth
00205-NEVASPhcrxR,2,7,picture;picture frame;ceiling lower;air vent
00205-NEVASPhcrxR,3,32,door frame;door knob;relief;massage bed;picture;shelf;box;candle;vessel;towel;curtain;ceiling lower;air vent;air conditioner;hanger;ceiling lamp;decorative plant;desk;washbasin;tap;liquid soap;tissue box;statue;laptop;hand dryer;device;basket
00205-NEVASPhcrxR,4,38,door frame;door knob;hanger;device;picture frame;picture;cabinet;laptop;decoration;makeup accessories;washbasin;tap;candle;cosmetics;hand dryer;tissue;shelf;papers;box;ceiling lower;ceiling lamp;air vent;air conditioner;medical lamp;massage bed;chair;crate;clock;lamp;curtain;cosmetic;towel
00205-NEVASPhcrxR,6,23,door frame;air vent;air conditioner;ceiling lower;ceiling lamp;decorative plant;candle;candle holder;stand;double armchair;decoration;table;clock;shower wall;container;shower bar;shower dial;hanger
